,Unnamed: 0,videoId,id,textDisplay,likeCount,publishedAt,totalReplyCount,domain,genderBias,racialBias,hateSpeech,linguisticBias,textLevelContentBias,politicalBias,cognitiveBias
16,807,ncuESuZQaow,Ugy8DDGUvo26qXaj-Zt4AaABAg,What,0,2022-06-20T17:00:38Z,0,jobEducation,,,,,,,
17,185,rIVyHIyBN5k,UgwU14rZi7PpyEaHGgV4AaABAg,They probably were legacy’s,0,2021-08-25T20:51:20Z,0,jobEducation,,,,,,,
18,1209,jkz5r4atLUw,UgzQQkG6bI8qV6LWaAx4AaABAg,Im going to be a nurse cause im fascinated with different health conditions and how they work and how the body works<br><br>I love my college rn,0,2023-06-29T20:48:45Z,0,jobEducation,,,,,,,
19,614,doadE9JDyJs,UgzQXX5r-hDLoIXeX-94AaABAg,i love that you made a comment about trying to make the video cohesive so that it would be entertaining and not chaotic... but this is literally the only video I&#39;ve stayed entertained in all day. literally just found my new fav youtuber!! :),0,2023-10-15T22:49:03Z,0,jobEducation,,,,,,,
20,372,tEORliWcPP0,Ugx-h_55lgJywZZUXdp4AaABAg,Guys dont forget to boycott la roche posay among the other brands,1,2022-11-09T22:06:54Z,0,jobEducation,,,,,,,
21,369,tEORliWcPP0,UgzLktoJskX9jUYnoIV4AaABAg,Drop that skincare routine tho?,0,2022-11-09T22:06:54Z,0,jobEducation,,,,,,,
22,1192,YDY9srs0Y7Y,Ugyj4fSpXT3YbxLdm894AaABAg,The Beavis and Butthead laughs killed me 😅,0,2020-08-21T21:39:10Z,0,jobEducation,,,,,,,
23,771,9MIwfLrRbZ8,Ugwk9fuffQjMc-ADK8d4AaABAg,Now i can officially say  &quot;i wanted a mansion but unfortunately god made me an artist so i&#39;ll never find money 🤠&quot;,0,2022-05-19T14:01:51Z,0,jobEducation,,,,,,,
24,1260,8b4gpuLotEs,UgyEf7BZQ_nKfK1jMVx4AaABAg,Do you have tips on getting a job? This type of job would be perfect for me (doesn’t have to be remote) but I just don’t impress companies or need experience I guess. What exactly do they look for?,0,2023-03-28T21:52:42Z,0,jobEducation,,,,,,,
25,1230,OnkTUKtxRic,UgxJSFKP-Jc4n6cysHN4AaABAg,"Every now and then, youtube drops you into the twilight zone. THAT WAS AWSOME!",0,2022-03-03T16:00:21Z,0,jobEducation,,,,,,,
26,550,plapTRhUHlA,Ugzsr-3l-KlSmRmW76h4AaABAg,welcome to indiana. where the weather is bipolar,0,2022-08-06T23:15:01Z,0,jobEducation,,,,,,,
27,894,F9LNxqERSqU,UgwdkYsgd24G0w4g3V14AaABAg,how did you get your stuff all on one box each????,0,2022-08-21T16:44:20Z,0,jobEducation,,,,,,,
28,548,plapTRhUHlA,UgzruDPch6WMVdcRcXl4AaABAg,I’ve been stuck in the same school since preschool 😭,0,2022-08-06T23:15:01Z,0,jobEducation,,,,,,,
29,818,zqfyXkblfkA,UgzeSDDHMyBkmYvnJGF4AaABAg,My brother went to the University of Chicago and dealt with immense depression from the experience of the school. I think he might relate to what you said,0,2022-07-06T14:57:05Z,0,jobEducation,,,,,,,
30,801,QZ9QfHeNCOg,UgxQH52zk701kvyTqbF4AaABAg,"So,nice,mad,move, song 🎉",0,2023-10-25T05:27:59Z,0,jobEducation,,,,,,,
31,613,doadE9JDyJs,UgzmiGnoto6lYJlvGYF4AaABAg,"College is always a super hard transition for anyone regardless. I&#39;m a sophomore in college and still get homesick occasionally (especially when it&#39;s getting close to a holiday break). Your feelings are totally normal! Before you know it, you&#39;ll be back home. College flies by but visiting family for the first time is always so fun.",0,2023-10-15T22:49:03Z,0,jobEducation,,,,,,,
32,1170,uoVZkYVGpXk,Ugy11eFAF68rhoU8tu14AaABAg,✋✋✋✋✋✋✋✋✋✋✋✋✋✋Salish is so pretty and gorgeous,0,2022-06-04T15:00:08Z,0,jobEducation,,,,,,,
33,410,yoIPzZ8sSS0,UgwPdj0LvGQsKWyzC5Z4AaABAg,Its also about race,0,2021-07-19T15:53:08Z,0,jobEducation,,,,,,,
34,1325,689r2wTVsnw,UgxpwFZRgYHo41BYFip4AaABAg,"I&#39;m a landlord, I evict people that don&#39;t pay rent. Its pretty nice, most days I just ignore the problems my tenants have and increase their rent when I spend all my money.",1,2023-03-20T22:15:00Z,0,jobEducation,,,,,,,
35,804,ncuESuZQaow,Ugyr-o1ospqxau1PTAx4AaABAg,Definition of matrix enjoiyer,0,2022-06-20T17:00:38Z,0,jobEducation,,,,,,,
36,855,TGJ598QbCrk,Ugz8St2-MA0T1ksB4Nx4AaABAg,Does anybody know that song&#39;s name?,0,2023-10-16T03:04:55Z,0,jobEducation,,,,,,,
37,616,JdDFnVAL6pc,Ugys8VztaslFAixmniZ4AaABAg,I’m in that group. I have a bachelor degree and I only make 43k a year.,0,2024-03-01T01:59:58Z,0,jobEducation,,,,,,,
38,597,OwewE77XAXo,Ugz0T2ZC226AyU7Bcpl4AaABAg,I also want to apply early action... as i want to fix my seat for 2027 year but can i apply for it after one year ?,0,2023-03-30T23:00:09Z,0,jobEducation,,,,,,,
39,1447,1C4IECKqsDg,Ugz4uM6UYpIm8NxjwkB4AaABAg,Mam how to apply,0,2023-03-23T12:36:00Z,0,jobEducation,,,,,,,
40,950,dIubxSsOVSw,UgwQicgUZmTyjlI7O354AaABAg,This is like if Tumblr Fangirls hosted a discussion panel 🤣,1,2021-05-23T05:46:39Z,0,jobEducation,,,,,,,
41,168,OSYRmlnDt7k,UgyZatgL3ogSEl0qtDh4AaABAg,"Dude its so free down here, its Alabama !",0,2024-03-03T21:16:22Z,0,jobEducation,0,0,0,0,0,0,0
42,225,4D6pRA1l0ac,UgzPHieWY9bj1z7k84R4AaABAg,evelyn like a proud mother fr,0,2022-09-07T12:00:02Z,0,jobEducation,0,0,0,0,0,0,0
43,1369,bn_KRzohcAo,UgzhefgHbwRUrhrmepp4AaABAg,why did this stress me,0,2022-10-11T21:52:01Z,0,jobEducation,0,0,0,0,0,0,0
44,903,M0nVJ5RiDQs,Ugww4hAWnJjTe0wgqhd4AaABAg,Wow my college also has CRU!!! Love it for you 🥰🫶,0,2023-01-30T22:54:10Z,0,jobEducation,0,0,0,0,0,0,0
45,137,U9jL5IhOkP0,UgxTrdFo4vlbGhCnRa14AaABAg,Is this real 😂 if it is good job 😂😅,0,2023-04-11T17:00:24Z,0,jobEducation,0,0,0,0,0,0,0
46,1332,689r2wTVsnw,UgyPm5K1MT1Jk5eKWcF4AaABAg,"I have a city job. With no qualifications and a GED, I make $100k+ just picking up garbage for about an hour at an airport. I chill for the rest of the day and eat food or whatever else there is to do for the remaining 7 hours.",0,2023-03-20T22:15:00Z,0,jobEducation,0,0,0,0,0,0,0
47,1416,OIzeJQzO_6E,UgzjO0CCpZOkaLuR0ed4AaABAg,One of the most hilarious things ever,0,2023-05-15T18:00:09Z,0,jobEducation,0,0,0,0,0,0,0
48,1221,Uk1WnZyfy50,UgwzP63_GmurYqSkAR54AaABAg,What about MNCs,0,2022-09-25T07:00:11Z,0,jobEducation,0,0,0,0,0,0,0
49,1095,B7xmqFBuK9k,UgzdNQdrAwrwpSptYIl4AaABAg,Cameraman 🔥 This is their best performance to date. Strong from start to finish. 🔥 I the switch up + &quot; It&#39;s not&#39;s&quot;  at the end. Band going crazy .,7,2022-11-28T16:00:10Z,0,jobEducation,0,0,0,0,0,0,0
50,146,Ca2ZkMMoH14,Ugzxf2KJ7JLhkAbx30J4AaABAg,"i hope oxford can accept me even if im asian. ive tried really hard in school and my exams r later, i got 3 perfects last year..",0,2022-12-09T01:00:02Z,0,jobEducation,0,0,0,0,0,0,0
51,1304,1KsLr6pQzdo,UgyEndEoh4kavxqK7yZ4AaABAg,Bro started an office war 5:49</a>,2,2022-08-04T14:14:18Z,0,jobEducation,0,0,0,0,0,0,0
52,944,dIubxSsOVSw,Ugza_oDh5v3azogSRiN4AaABAg,how has being gay and Chinese prevented you from being happy CUT TO literally the most perfect he makes.,0,2021-05-23T05:46:39Z,0,jobEducation,0,1,0,0,0,1,0
53,1387,r8W6K7Lys0A,Ugwtm7rI8crZ-A30KUp4AaABAg,Is it possible to earn money even sitting in Pakistan?,1,2024-02-20T14:30:17Z,1,jobEducation,0,1,0,0,1,0,0
54,725,_GwdrXsMhrU,UgyyJa9Ssi5dcYnNCSZ4AaABAg,I like how you don’t randomly go buy every SINGLE nothing for your dorm just for aesthetics and actually use what you have already 😭,4,2021-09-22T19:00:22Z,0,jobEducation,0,0,0,0,0,0,0
55,273,RaQYFNcUpZs,UgzumIcE8XtpuGYnxjl4AaABAg,I love applying for college.,1,2021-07-28T19:49:56Z,0,jobEducation,0,0,0,0,0,0,0
56,1439,nxbhxT8_ZzY,Ugwv-MWAb16s1ONp8zV4AaABAg,"Hey, I&#39;ve got a CBI-based interview (Responsiveness, Safety Awareness, Results Focus and Scenario/ Roleplay) for an operations officer role at TFL... any tips you could share, please?",0,2024-03-27T11:47:32Z,2,jobEducation,0,0,0,0,0,0,0
57,401,KYIldbgmza0,UgxqAK_bVe-7NcRYNxV4AaABAg,I can’t believe we are the same university student 😂😭,0,2022-07-12T14:00:22Z,0,jobEducation,0,0,0,0,0,0,0
58,242,a8E6VRglY0A,UgzlviS44lnnfKw0zIt4AaABAg,bro nobody talking about how wild they where with the store mf and also they are anoying as f*ck<br>💀💀,1,2022-09-08T22:00:25Z,0,jobEducation,0,0,1,0,1,0,0
59,964,tP8tZLjqOxY,UgzqmQ_qS7jsB_YY_c14AaABAg,This totally misses jobs boils and that being why He scraped himself with broken pottery.,0,2023-05-24T19:44:59Z,0,jobEducation,0,0,0,0,0,0,0
60,1364,bn_KRzohcAo,UgzS4r3RPGcVVDdEiJl4AaABAg,Now tell it in hashmap,0,2022-10-11T21:52:01Z,0,jobEducation,0,0,0,0,0,0,0
61,830,zqfyXkblfkA,UgxdL3jMCwtColwFwWx4AaABAg,"As a UC Berkeley student, I can fully say we have finally started get crime reports around the campus every other day now, might be some streaks but its not everyday now.",0,2022-07-06T14:57:05Z,0,jobEducation,0,0,0,0,0,0,0
62,395,KYIldbgmza0,Ugx_qGz63mm_kB-SNdp4AaABAg,No way u do this everyday,0,2022-07-12T14:00:22Z,0,jobEducation,0,0,0,0,0,0,0
63,470,hV-GWpUDI_I,UgyrD5c75lG2OBaJm_Z4AaABAg,i literally wanna go to the university of alabama now but i live too far away,0,2024-01-20T17:00:28Z,0,jobEducation,0,0,0,0,0,0,0
64,1240,49t-WWTx0RQ,UgwuiEcV4GqEPZp3i0t4AaABAg,Kind of reminds me of the AI Durandal from Marathon,0,2019-08-21T18:00:00Z,0,jobEducation,0,0,0,0,0,0,0
65,171,OSYRmlnDt7k,UgwhqgrtvAir2cCBSgd4AaABAg,Jesus is king. Jesus loves and saves. He wants you. Give your heart to Him. ✝️❤️❤️✅✅👑👑👑🙏🙏❤️❤️✝️✝️✅✅🙏👑👑👑✅❤️✝️✝️❤️✅✅🙏🙏👑👑✅❤️❤️✝️✝️✝️✅🙏🙏👑👑✅❤️✝️✝️✝️✅🙏👑🙏❤️✝️✝️✝️,0,2024-03-03T21:16:22Z,0,jobEducation,0,0,0,0,0,0,0
66,1019,lJZMJ5yPPlE,Ugx9R_tSv2EpBty2Hu94AaABAg,These jobs are unrealistic. &lt;----,0,2021-10-13T19:15:01Z,0,jobEducation,0,0,1,1,1,0,0
67,492,OEMCyYa7ViM,Ugw7PPo0nXo0diSz1wR4AaABAg,"I&#39;m in my first year of bachelor of nursing and idk what the fuck you&#39;re on about. I&#39;m swamped with biochemistry, physiology, anatomy tests, assignments, group projects, plus practical clinical skill exams and I&#39;M NOT EVEN IN THE HOSPITAL YET",0,2022-07-13T15:02:43Z,0,jobEducation,0,0,1,0,1,0,0
68,1041,MkK8yHSKUVc,UgzuAoeI3c7hIjZYthp4AaABAg,So can I work only 2 hours and be alright?,0,2023-05-03T00:00:14Z,0,jobEducation,0,0,0,0,0,0,0
69,936,Wv_0_Lu_Iyo,UgwGngADxKImLYs1vmZ4AaABAg,As a half Cuban American who dad side of the family that escaped from Cuba and he proud American libertarian People saying that Cuba is a socialist success is idiotic to me,0,2023-03-28T21:13:19Z,0,jobEducation,0,1,0,0,0,0,0
70,1313,kJ8xaL23r3c,UgzyHYsMzVLWoV22rXN4AaABAg,"Hello., can I ask you a question, about Deaf can remote from work, no phone no talking, which is the best for the remote from work?",0,2022-10-20T20:00:10Z,0,jobEducation,0,0,0,0,0,0,0
71,980,1JrJuT3rF3I,Ugybtfo9sp8s7bsMeRB4AaABAg,"Job&#39;s story is truly humbling. Your presentation captured the essence of his journey with such sincerity and reverence. It&#39;s a reminder that even in the midst of suffering, there&#39;s strength to be found in faith and resilience.",10,2023-12-15T01:00:12Z,1,jobEducation,0,0,0,0,0,0,0
72,389,NzoMIS4n1iw,Ugw1ZVHjvc8AlB5-oOZ4AaABAg,This is why Im joining the Navy lmao,0,2023-10-25T21:00:02Z,0,jobEducation,0,0,0,0,0,0,0
73,1011,lJZMJ5yPPlE,Ugx11ry1r2ktgieV2gt4AaABAg,Investment banker without college????,0,2021-10-13T19:15:01Z,0,jobEducation,0,0,0,0,0,0,0
74,1167,uoVZkYVGpXk,Ugzss6yfYMOpCwOTRdx4AaABAg,Ice beer ice cream,1,2022-06-04T15:00:08Z,0,jobEducation,0,0,0,0,0,0,0
75,405,KYIldbgmza0,UgwPjfm-U0CRcRWJOPd4AaABAg,Im sorry i might sound weird and awkward but your really handsome,0,2022-07-12T14:00:22Z,0,jobEducation,0,0,0,0,0,0,0
76,392,NzoMIS4n1iw,UgyOIxHOHlfQhvxPvuR4AaABAg,"Fun fact: this is true but not always, it’s only for burdie since I expect Hes paying not that much therefore he got into a hard college so the more you pay for college, the better it is",0,2023-10-25T21:00:02Z,0,jobEducation,0,0,0,1,0,0,0
77,549,plapTRhUHlA,UgxaJoK0f9Ddt52gceJ4AaABAg,This makes me want cry,0,2022-08-06T23:15:01Z,0,jobEducation,0,0,0,0,0,0,0
78,758,xbY1s9Ane-g,UgwS8waNllShB785kY14AaABAg,Make another compilation of the new ones of these!,1,2023-01-11T23:31:57Z,0,jobEducation,0,0,0,0,0,0,0
79,1186,m8E4lyNIeCI,UgyF26F_KRRCZn1cBzx4AaABAg,"Roses are red, violets are blue and the last sink just look at his shirt at his right arm is a necklace",0,2023-06-02T19:31:17Z,0,jobEducation,0,0,0,0,0,0,0
80,776,9MIwfLrRbZ8,Ugx6gMTYkP61sdKvkiV4AaABAg,Damn I make the median salary of an engineer including my retirement despite not yet having a degree. Feel pretty great and didn’t have to kill myself getting an engineering degree. Although engineers will put earn me eventually.,0,2022-05-19T14:01:51Z,0,jobEducation,0,0,0,0,1,0,0
81,494,OEMCyYa7ViM,UgydM1xVXi46CP-kLel4AaABAg,I think you mixed up psychology and physics majors,0,2022-07-13T15:02:43Z,1,jobEducation,0,0,0,0,0,0,0
82,452,RxUb7yFASV4,UgykE9ezyXR3oufVmk14AaABAg,WHY is racial/ethnic status put under considered?,0,2022-07-08T21:41:35Z,0,jobEducation,0,0,0,0,0,0,0
83,308,BE40pO2r1oU,UgxSt6O2KTKBSFGFhFp4AaABAg,This is one of the few songs that never gets old or bad no matter how viral it gets.,0,2023-12-08T08:32:58Z,0,jobEducation,0,0,0,0,0,0,0
84,631,JdDFnVAL6pc,UgzEq6RRIHgu6dBpQqR4AaABAg,"Master minds convinced yall to pay all that tuition for nothing. Most jobs only pay 75,000 . I didn&#39;t attend college I make 75000 with out it and I&#39;m on my way to retire in 5 yrs. Still young enough to get another career after 25 years with this one. And I work for myself  on the side barbering.",1,2024-03-01T01:59:58Z,1,jobEducation,0,0,0,1,1,0,0
85,1331,689r2wTVsnw,UgxeACg3A9DKoxMHWZl4AaABAg,"I just realized Homer&#39;s job pays well, and could probably afford a similar house in the show.",0,2023-03-20T22:15:00Z,0,jobEducation,0,0,0,0,0,0,0
86,628,JdDFnVAL6pc,UgyWyuriDULkNYgTwBB4AaABAg,Maybe you shouldn’t major in sociology…lol,0,2024-03-01T01:59:58Z,1,jobEducation,0,0,0,0,0,0,0
87,642,ajavsMbCapY,UgzB4_a9DzRlNOcs7AV4AaABAg,I haven&#39;t trusted any of the polls since 2016.,0,2020-10-31T12:00:01Z,0,jobEducation,0,0,0,0,1,0,0
88,901,M0nVJ5RiDQs,UgwvD-1cJ310pSoyych4AaABAg,I love the libraries!! They were so beautiful!!,1,2023-01-30T22:54:10Z,0,jobEducation,0,0,0,0,0,0,0
89,762,9MIwfLrRbZ8,UgykF5ROUt_QE_Tl7zd4AaABAg,Licensed cosmetologist .. I make $140k a year working about 35 hrs a week. i’m wanting to go back to school for BA in business  because i have RA and know my hands can give out .,0,2022-05-19T14:01:51Z,0,jobEducation,0,0,0,0,0,0,0
90,404,KYIldbgmza0,UgwN9GvRnr8rfuuVZ4R4AaABAg,Too much study 😮😮😮 you need to balance your study and life,0,2022-07-12T14:00:22Z,0,jobEducation,0,0,0,0,0,0,0
91,346,O3JR28-mZWY,UgxGfjH1zKEZ5V68paJ4AaABAg,"Maybe it really depends on where you are from?? I&#39;m like from Russia, so I&#39;m like 😮",0,2022-12-07T15:00:11Z,0,jobEducation,0,1,0,0,0,0,0
92,1429,nxbhxT8_ZzY,Ugy7MMh9vO3Q67xVzQ94AaABAg,Hii. I have an interview at Amazon for the role of LMAQ Quality associate. I have a career gap lo 7 yrs after my graduation as I was preparing for other government exams. How can I give a justifiable answer for this question?,0,2024-03-27T11:47:32Z,1,jobEducation,0,0,0,0,0,0,0
93,630,JdDFnVAL6pc,UgwnF0keYlKy_Cn8jfp4AaABAg,"88% of millionaires graduated from college,<br>75% of people who make 100k+ have degrees.",0,2024-03-01T01:59:58Z,0,jobEducation,0,0,0,0,0,0,0
94,1188,YDY9srs0Y7Y,UgyJvhoXkzcAB97knqh4AaABAg,Jesus is this the kinda shit that happens in those Non Luxury Dealerships?🤨,0,2020-08-21T21:39:10Z,0,jobEducation,0,0,1,0,1,0,0
95,87,YR2HO3Jnx9U,Ugxm7ALqocvAquRYEtB4AaABAg,He’s right that water bottle that he’s using is amazing,0,2023-03-14T03:10:53Z,0,jobEducation,0,0,0,0,0,0,0
96,407,KYIldbgmza0,UgwyUmV07FjGf-v-jwl4AaABAg,Load of bullshit,0,2022-07-12T14:00:22Z,0,jobEducation,0,0,1,0,0,0,0
97,20,jrVABIl384g,UgwwHtldNJa6xBATOZN4AaABAg,"Not all frat guys are jocks. Not all sorority girls are hoes. Unironically using the term “NPC” is super cringe. I get it’s satire, but you can do better.",0,2023-10-16T16:09:10Z,0,jobEducation,0,0,1,0,0,0,0
98,330,JBO6T5kiNxw,UgyUa218lkIhcIXAl8l4AaABAg,who hate school<br>👇,0,2022-03-17T13:45:00Z,0,jobEducation,0,0,0,0,0,0,0
99,1444,1C4IECKqsDg,Ugzd28xd9LMhNcIc6fB4AaABAg,Yes mam I interested,0,2023-03-23T12:36:00Z,0,jobEducation,0,0,0,0,0,0,0
100,178,-Td05XH0TDg,UgzmPyf62B5Egn0zQWJ4AaABAg,May Almighty Allah continue to bless us and proteing us from the evils Masha Allah 🙌 and I can&#39;t stop crying for my prophet Jesus Christ 😭😭,0,2020-03-09T15:47:19Z,0,entertainment,,,,,,,
101,725,mk3XycambgI,Ugzv88Nr_6en_B69WC54AaABAg,Reading comments and crying 😭😭😭😍❤️❤️❤️,0,2022-11-02T14:01:46Z,0,entertainment,,,,,,,
102,156,sTtmpFIaFqc,UgzK7SQ9jwdN0csMKuh4AaABAg,the ghost just wants your attention for how to get lessons from such a good ballerina!!😀😀😀😀😀👍👍👍👍👍,0,2021-04-08T01:00:14Z,0,entertainment,,,,,,,
103,546,EdhR-ry40So,UgwHAX-RnK84WQgwH5F4AaABAg,"&quot;Never stop, one day you will be someone&#39;s hope, someone&#39;s hero&quot;<br>-Kim Namjoon",0,2019-08-26T16:49:52Z,0,entertainment,,,,,,,
104,403,Sg3hU_sdhKw,UgyW4Y-_8SRCaYxEubl4AaABAg,"<b>*Crowley on the phone, trauma dumping for the fourth time in a two weeks*</b><br>Hozier: <b>*nodding along and writing down on a note pad*</b> hmm? Oh, really? Oh, I’m sorry about that mate, really am, hm-hm, could you repead that bit about Heaven?”",5,2024-03-22T04:00:01Z,0,entertainment,,,,,,,
105,795,vbdl3LAI6h8,UgxdCsX1mr0u99PRxlV4AaABAg,Africa is the best 🥰🥰,0,2023-02-04T02:40:00Z,0,entertainment,,,,,,,
106,634,VTvGjk4i2xw,UgyE3l5obdsGnx1ESvt4AaABAg,"i did everything for him, i write his name on my initial everyday, i changed myself for the better so that he would like me too, i always write love letters on my diary for him, and yet he rejected me instead ang gave me mixed signals, he still even likes his &quot;m.u&quot; and used me pang pa selos. ilovehim but i can&#39;t take it anymore",0,2023-02-24T01:45:46Z,0,entertainment,,,,,,,
107,893,_XbnCp9O9ZY,UgzM_vuzWXnKGUetQOx4AaABAg,My ex boyfriend is still married to his wife I&#39;m not the only one he loves and still cares about as well,1,2022-05-06T01:55:12Z,0,entertainment,,,,,,,
108,103,9XM-xoT97yA,Ugzt-8pOVut84jzHIA14AaABAg,the dumbest question after you say you&#39;re buried: Do you know your location? 😅,0,2024-03-23T15:52:20Z,0,entertainment,,,,,,,
109,298,fmimfGr87Ik,UgwT5yIFx9eGYDwlWVJ4AaABAg,wow!Super film,1,2023-03-08T06:48:13Z,0,entertainment,,,,,,,
110,854,nAQ_1lTDvPQ,UgzEEgF1zrdRaJdMbVJ4AaABAg,Who lpves taylor swift,0,2023-06-05T17:16:21Z,0,entertainment,,,,,,,
111,263,Zvh_z8oHL98,Ugw1JmWTBFNyY8BNcL54AaABAg,I love this movie. It is so inspiring and so heart touching. Pretty awesome,0,2020-11-16T21:04:33Z,0,entertainment,,,,,,,
112,651,SC8cSnFTd_0,Ugy3QU_tC5XZftZeupV4AaABAg,this song has been my favorite for 6 months now nothing can replace this song well for me,0,2023-01-18T14:09:14Z,0,entertainment,,,,,,,
113,38,6Mh4WKn8GNg,UgyaJlHn8sV0D3krs1t4AaABAg,Michelle Krussk...I was in Biology Classs with her in H.S.,117,2024-03-21T08:08:27Z,5,entertainment,,,,,,,
114,631,VTvGjk4i2xw,UgxdGCLku05LhTxFChV4AaABAg,The beat!!,0,2023-02-24T01:45:46Z,0,entertainment,,,,,,,
115,972,mMqr7S4tGzA,Ugwe9fFCvLn4PIp0Vch4AaABAg,0:11</a> best part ❤❤❤❤,0,2021-01-23T16:45:06Z,0,entertainment,,,,,,,
116,703,e8psHWLGDN4,UgzB5TiTWm-UHC0gc-B4AaABAg,Who&#39;s here on the 13 of March trying not to cry at &quot;As long as I&#39;m here no one can hurt you.&quot;<br><br>Please watch what you say cause it can stay with a person for the rest of their lives and can cause suicide so be careful with your words and never bully,4,2019-11-14T15:11:35Z,0,entertainment,,,,,,,
117,551,EdhR-ry40So,UgxH5M__s0q7SrxXhPl4AaABAg,Guess i am not a princess😊I always cry🥲,0,2019-08-26T16:49:52Z,1,entertainment,,,,,,,
118,12,DH6Utz9KYOQ,Ugx-HgRBSJrrFvcp2Bp4AaABAg,Bro the new host of game theory is bigger than caseoh,0,2024-03-24T18:05:00Z,0,entertainment,,,,,,,
119,557,P8eeMgzzgi4,UgwbdQshzQEE0BwZnxl4AaABAg,This hurt,0,2022-05-09T10:01:36Z,0,entertainment,,,,,,,
120,82,z-ZjokNaZYc,Ugwo2-Pw6uMdWoT8r8Z4AaABAg,What the movie called,3,2024-03-23T19:53:25Z,2,entertainment,,,,,,,
121,636,9IPLXNEzsLc,UgwgFSLAWkt776jij-d4AaABAg,Nico Collins you&#39;re a great singer,0,2023-01-17T09:30:07Z,0,entertainment,,,,,,,
122,505,oXBY4VRLfLU,Ugyj3TSjYAwvWF3SYw14AaABAg,My  grandfather has died 😢 then i think his birthday now is he not birtday he&#39;s died now i try this song  my grandmother is crying imiss them so after monday - friday and saturday and sunday monday he creamet,0,2023-06-13T14:11:29Z,0,entertainment,,,,,,,
123,239,LyhrAGiE_Rc,Ugzr2Npts-3bGMmRQ8p4AaABAg,Damn the ritm hits hard,0,2023-04-27T13:05:39Z,0,entertainment,,,,,,,
124,467,IOkckBdVtEY,Ugx6vWQwHyjXp36OzDF4AaABAg,I always thought she said &quot;I know that you think u love me&quot; when she actually said &quot;I know you think that you know me&quot; lol 😜🤣😆😜🤣😆,9,2023-01-27T05:46:57Z,0,entertainment,,,,,,,
