videoId,id,textDisplay,likeCount,publishedAt,totalReplyCount,domain,genderBias,racialBias,hateSpeech,linguisticBias,textLevelContentBias,politicalBias,cognitiveBias
qq7Gl0Lza8g,Ugx6BHS5dPE9dWREZLF4AaABAg,Is this the plan of evil western governments to control my cat with vaccines?,0.0,2024-03-16T16:00:42Z,0.0,healthcare,0.0,0.0,0.0,0.0,1.0,1.0,0.0
X1614ymdSIs,UgyyBuxHGX0zlQcUR6J4AaABAg,been crying a lot 😢 I been feeling nauseous no throwing up and I was feeling dizzy and tired a lot barely any energy like one minute I want to sleep and then I wake up having to pee like a lot more and back sharp pains and the test said negative but I still keep feeling weird,21.0,2022-11-06T15:00:19Z,8.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fv53QZRk4hs,Ugx7_w3Qi8E84soXlf54AaABAg,I take a little more clinical and more practical approach to this including dietary and lifestyle issues as I am a practising nephrologist.,1.0,2019-01-14T16:44:13Z,0.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
otJVsW-uIAs,UgzDTXDa4B3q9nZ9K6p4AaABAg,Strep throat is news these days. LOL Give it a fancy name and play some music to go with the fear porn. Dont trust anything coming out of d.c.,0.0,2024-03-16T01:30:19Z,0.0,healthcare,0.0,0.0,1.0,0.0,1.0,0.0,0.0
R6EFevkcPr4,UgwKYodbObAdmD2PGUN4AaABAg,I pulled this muscle while putting my football bag down. I was in tbe split squat isometric position when it occured. Quite painful. Thanks for this. Hopefully it heals quickly.<br><br>What are your thoughts on cycling as a recovery excercise for this muscle group?,0.0,2021-11-21T14:00:16Z,0.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xcxszTKUM5o,Ugz_dX73c8C4GpyskGF4AaABAg,"Thank you very much for the nice explanation of lumbar stenosis.  I am from India. My father, who is 70 years old, is suffering from lumbar stenosis. Can you suggest a good hospital in India for treatment of lumbar stenosis.",0.0,2023-04-20T02:25:20Z,1.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xHj8A4yNI2M,Ugx_8JTcCwMamQcyx554AaABAg,Thanks you very much Sir God bless you,1.0,2020-11-28T00:27:39Z,1.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA1IgaJhx4o,UgzWB7gpLyl0B13Ku-t4AaABAg,My cholesterol medicine has side affect of tearing ligaments! I had shoulder and knee and retinal tear... all my rt side. I made Dr put me on different medicine,0.0,2020-07-09T02:00:02Z,0.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3RDatz78X6Y,UgxtxbyPL1u8tp8G6xl4AaABAg,And now Gavi gets it 😞,14.0,2023-06-15T17:00:02Z,4.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LlgL83nhhQA,UgyFvip52OUlJIQbaNp4AaABAg,"Should interview journalists from CGTN The Point-Hub-Heat, Einar Tangan-Martin Jacques-Lijinjing-Tian Wei. Reporterfy Media in China, what policies worked? Poverty alleviation, trained &amp; hired 450K+ Nurses-Doctors-Engineers...",0.0,2024-03-12T00:16:48Z,0.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OOJqHPfG7pA,UgwCUNRSfp-6PnvxLtp4AaABAg,Yeah this video is really making me feel better. I need a Xanax. Lmfao.,0.0,2020-03-18T17:52:24Z,0.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
msnxCq62PMQ,Ugz79ja3pVOuSWc_L-B4AaABAg,That&#39;s why I&#39;m here now. Feeling,0.0,2020-02-25T16:30:00Z,0.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E0IBMWQDEH4,UgxfsYyMSTSvqyuE-JB4AaABAg,It&#39;s amazing vedio❤️,0.0,2019-07-02T21:39:29Z,1.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FULEqLMqM30,UgzvjsOU-E3_gbKdQLJ4AaABAg,It&#39;s not the virus. It&#39;s the mRNA vaccines. Take vitamin D.,0.0,2024-03-15T20:03:13Z,0.0,healthcare,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hHjY3T3Ndqc,UgxAbIVm6NpNxCpnseh4AaABAg,"If the vaccine is doing so well today, why are other countries getting less shots per capita than us and still doing better?",0.0,2022-10-02T17:00:18Z,0.0,healthcare,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E0IBMWQDEH4,UgxNS6_VUKFrwp228DJ4AaABAg,I was realy disappointed when i knew that you support the abnormal acts of some people that you as a doctor must know very well that by this act they are damaging themselves physical and psycological you should advise them not support them,0.0,2019-07-02T21:39:29Z,0.0,healthcare,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4ZHi5g3n3SU,UgwoCsdAFj39w9y-L5R4AaABAg,I have gonorrhoea please I need your help,0.0,2022-07-20T14:00:04Z,0.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lpjkF3FZmTA,UgxuNlCSwbuL8ze2UJh4AaABAg,I had surgery hiatus hernia but after i got many symtoms blur vision....my brain and hearth 50 % work<br>This could be sign vagus nerve pinch,0.0,2020-02-07T14:15:00Z,1.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1zw9JVXIg4s,UgwtJBsIQVhmHMJcCmN4AaABAg,Last year me and my friend we played football/soccer and I got kicked in the knee and I was in so much pain that I didn&#39;t even knew if I can walk but now I&#39;m ok,0.0,2022-08-24T16:00:02Z,0.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hHjY3T3Ndqc,UgyBmJdkh4AfkByJM314AaABAg,"As a nurse I’ve seen quite a few people pass away, I have never seen someone die within 4 hours of first symptom like we saw with covid. It was really scary",0.0,2022-10-02T17:00:18Z,0.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5p2pTErk0-4,Ugw-YC3fRgwO9kT2SOB4AaABAg,"how does one get diagnosis of TFCC injury? I do have carpal tunnel and the placement of my pain is exactly what is shown in this video..but of course, it&#39;s a self-diagnosis but i&#39;m not an expert...",0.0,2020-04-23T23:59:39Z,0.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ub_ttbKcGvc,Ugy63tbOISjUPC0GfdZ4AaABAg,"Thanks so much for this content Hooper! You have no idea how reassuring it is to hear a pop at the gym and fear you&#39;ll be done climbing for god knows how long, but are able to instead sit down for your video and get full guidance from diagnosis test to rehab plans. We don&#39;t deserve you but we sure do need you!",3.0,2021-07-26T16:00:34Z,0.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rgwB4NtSCig,UgziF4Yrkuy8ERfIa2B4AaABAg,"The bladder problem, what if you only have accidents with inability to hold once you feel like you need to go? Wouldn&#39;t I also have trouble with the the other place,  like Colin?",3.0,2020-01-23T14:38:03Z,0.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pnCnOEGsOBA,UgyLYavOxMLOYuqJ3Tt4AaABAg,"Man that ankle roll was terrible, shame this was a bust out year for him.",1.0,2024-03-11T01:19:41Z,0.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2cT2w1x39BM,UgzCofIfSopYcIjBW2p4AaABAg,I pulled my hamstring last night while diving for an interception in a flag football game smh it’s the same hamstring that I strained in college running track. One of the worst injuries ever!,0.0,2021-03-08T18:12:13Z,0.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7olmkejc3vM,UgzSrPk1hcc596syWap4AaABAg,Thank you! This was extremely helpful and easy to understand,0.0,2022-03-24T16:05:24Z,0.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dm_q2lIF30g,Ugw-SHywQxLioNcbpkd4AaABAg,"My mom is a nurse, so I hardly ever go to the doctor. I can’t get diagnosed but I have shown almost all of the signs. Waiting til I turn 18 so that I can finally go and get diagnosed",0.0,2021-06-12T06:31:33Z,0.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fIIJmg_1hv0,Ugx73Y0jZTstLNRxmhF4AaABAg,Please wht is the chances of two As couple to give birth to none sickle patient,0.0,2019-11-05T20:43:20Z,0.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDCaFKgtXks,UgxkyZ-YKG_KnpAvhpx4AaABAg,I have a protein in my heart which stiffens the muscle causing slow motion heart failure ..Taking a medication that is slowing it down..  It&#39;s always something ya know ...,1.0,2023-04-25T15:12:52Z,0.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gSn7hdwdpQg,UgxVre-9fNtrMELDMqR4AaABAg,Incredible this was free to watch thanks mate just did my ac at MMA class last night,0.0,2022-04-19T16:00:35Z,0.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDCaFKgtXks,UgzfvXB7VoNF66IcPZB4AaABAg,Is this the explanation about systolic or diastolic ? Please answer to me,0.0,2023-04-25T15:12:52Z,0.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OOJqHPfG7pA,UgxWVaGQPe59WH8VxYF4AaABAg,Easiest disease in my life,0.0,2020-03-18T17:52:24Z,0.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CutRFPEeftk,UgycKa28iWDvHGSp8-p4AaABAg,"When i cough, i taste the blood, i see light pink traces in my saliva, sometimes tiny red dots, my legs always feel very powerless when this happens. Its been happening for the past month every other day. Im going to the doctor on monday. Anyone else get these exact symptoms?",0.0,2021-11-30T13:18:05Z,0.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L5SS0f-_0_8,UgxeudLV9K2fplM332V4AaABAg,Hi what sort of tests can diagnose pubic symphasis issue,0.0,2021-08-27T17:20:02Z,0.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
im3otpqYAiQ,Ugwh-Z-6Cglu6j8VbCF4AaABAg,Did you find anything pertinent??? He just said heart disses...o and if you got the shot and cov its has side effects??,0.0,2024-02-20T00:25:10Z,0.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5nBDll97i4,UgxbGiZYMG9GRaISeJ54AaABAg,Thank you so much ..very informative video...Yakrit plihantak churna of Planet ayurveda are such a very good results on Jaundice .,0.0,2020-05-15T17:37:14Z,0.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CutRFPEeftk,UgxP2iqS_Im640x9DGx4AaABAg,Most of lung cancer patient doesn&#39;t smoke,0.0,2021-11-30T13:18:05Z,0.0,healthcare,0.0,0.0,0.0,0.0,1.0,0.0,0.0
V1Sh06CrayM,UgwQuiyP5yElgoTfeg54AaABAg,Plandemic : CHEAP MASKS DO NOT WORK! When will THIS PHARMA . /Faucci &amp; his PARTNERS Madness EVER END ?,0.0,2023-12-29T23:55:53Z,0.0,healthcare,0.0,0.0,0.0,1.0,1.0,1.0,0.0
ULsSgZ4sQ0g,UgypQM7eMrUP7WavoKR4AaABAg,Ive got stage 4 colon cancer. My cea level in Jan was 799 its now 4. Having my 22nd lot of chemo tomorrow. Ct results have all shown a reduction so hopefully it carries on like that and they can get more years out of me.,28.0,2022-05-17T12:00:13Z,3.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_UkSPWGwCgs,UgwVUB7PGvxq6fGsc514AaABAg,I&#39;ve had around a dozen infections but if i eat raw garlic everyday then i dont have any problems.,0.0,2023-02-13T00:00:22Z,0.0,healthcare,0.0,0.0,0.0,0.0,1.0,0.0,0.0
OOJqHPfG7pA,UgwD5x0BI9yYz4f_9g94AaABAg,"In bed rn, w COVID- not feeling great, I was burning up, now I’m freezing",1.0,2020-03-18T17:52:24Z,0.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fIIJmg_1hv0,Ugx_ZTW_zvqYwRvV7k14AaABAg,Dr Osade on Youtube has the best remedy for sickle cell,0.0,2019-11-05T20:43:20Z,0.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
msnxCq62PMQ,Ugx7Jmd78NwGTIQTb5l4AaABAg,"I going throuh chest pain , hand are trembling and body also, and i feel a deep pain in my heart i say this to my parents but they don&#39;t care about it 😭😭😭 i feel this pain with 3 months continuously 😭",0.0,2020-02-25T16:30:00Z,0.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9szWM-YQVYc,UgxLU5Zngg_ydKUuPqp4AaABAg,Who writes these headline😅,0.0,2021-10-11T14:00:09Z,0.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8T90GKkoqZ4,UgzEYy0M2TVTWU3iU1J4AaABAg,When your one Brest is double to the other then is it possibility of Brest cancer please tell me I&#39;m worry  about that ....😢😢,0.0,2020-09-29T14:00:01Z,0.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JZka0UvmL4w,UgyL3lT_yaqBoiINGOl4AaABAg,Sir I have a pain in wrist when I hold weight horijontally any thing like dumble and a tendon beside my wrist bone fall down when I rotate and it is also making noise during rotation,0.0,2022-04-01T20:02:59Z,0.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FULEqLMqM30,Ugyh7D7J5GljYHKTouR4AaABAg,"LOL, still pushing the lies huh? These boomers in power need to go away, stay away, and pass away. &quot;Long covid&quot; is a lie to cover up vaccine injuries.",0.0,2024-03-15T20:03:13Z,0.0,healthcare,0.0,0.0,1.0,1.0,1.0,1.0,0.0
wGhUmdYqy9Y,Ugym0kNNsjsElJj6WF94AaABAg,THIS IS SUCH A GREAT  VIDEO,0.0,2022-10-30T13:00:29Z,0.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ugEziwkFPEg,Ugw2eD3Cj_fKSSc-RoZ4AaABAg,Does the very top of the shoulder need to stay on the wall? The last stretch is a little hard to really see what I should be doing. Is it ok if the very top of my shoulder lifts up or do i want the entire thing to stay on the wall as much as possible?,1.0,2020-01-17T11:15:18Z,1.0,healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i5v43U-YLow,UgxQLkL9M6XMaY22qid4AaABAg,I am black don&#39;t have a problem with voter ID i have a problem with you the way you talk to black voters,0.0,2024-03-14T23:47:28Z,0.0,politics,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RiYq8AQG9uI,Ugw84oHz25m0hdLM1g54AaABAg,2:37</a> is when the jewish space laser hit,1.0,2020-10-14T17:31:23Z,0.0,politics,0.0,1.0,0.0,0.0,0.0,1.0,0.0
i5v43U-YLow,UgyPkQwSx_vkPI2aV_N4AaABAg,If 45 gets in we will NEVER have a real election again.,0.0,2024-03-14T23:47:28Z,0.0,politics,0.0,0.0,0.0,0.0,1.0,1.0,0.0
RffWAN9UA7k,UgwqJBWPU6eUexLC4fN4AaABAg,Trump is off the rail like all rulers. If they are all blood thirsty what can it matter. My thought for the day : how do these blasphemers become so rich and powerful?? 😮😮😮😮,0.0,2024-03-18T10:38:51Z,0.0,politics,0.0,0.0,0.0,1.0,1.0,1.0,0.0
dWdEH2DG9Zc,Ugz1j2eYD5KQNA1lBzp4AaABAg,its time to evict turkey from nato likely allied to russia than in nato,0.0,2023-05-14T21:11:46Z,0.0,politics,0.0,0.0,0.0,0.0,1.0,1.0,0.0
8gjqTLX0QUo,UgwCE74eY-SuxCGIKmV4AaABAg,Question for the democrats,0.0,2024-03-18T21:57:26Z,0.0,politics,0.0,0.0,0.0,0.0,0.0,1.0,0.0
f3Z3cCtmA60,UgyGeuAusNUCf2_q-Qt4AaABAg,Wow Fani out here havi g an affair with everyone. 😂 When are we gonna talk about the gang leader she was with before which is more than likely the real reason Young Thug was arrested to begin with? We need to do a deep dive into her life and who she associates herself with.,0.0,2024-03-15T12:00:40Z,0.0,politics,0.0,0.0,0.0,1.0,1.0,1.0,0.0
YgR3uK8nCQo,UgyhQKZC1VaY7mSQEAB4AaABAg,Just because she doesnt believe doesnt mean that&#39;s what is true.<br><br>It IS possible to believe in misinformation.,0.0,2024-03-19T23:25:17Z,0.0,politics,0.0,0.0,0.0,0.0,0.0,0.0,1.0
quJkRRFeRO4,Ugxm1MCkBR_4SGFdKNF4AaABAg,And in Ukraine there are even no elections,0.0,2024-03-17T13:18:39Z,0.0,politics,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Mxw3BUS2gck,UgycmrSHIgikYs21EU54AaABAg,Justice for SSR please sir<br>Boycott Bollywood,0.0,2024-03-18T18:38:16Z,0.0,politics,0.0,0.0,0.0,0.0,1.0,0.0,1.0
bII8AH5t6zI,UgwFLzUquDhuhxkPKhp4AaABAg,SNL can play this clip on next week&#39;s show,1.0,2020-10-25T07:12:25Z,0.0,politics,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2LwzFspUOlI,UgwcdLoTnPlon30qgGt4AaABAg,There is a deal if you make him off the hook. He will.not run or loose intentionaly,0.0,2024-03-15T02:00:01Z,0.0,politics,0.0,0.0,0.0,1.0,1.0,0.0,0.0
f3Z3cCtmA60,Ugw8uu5nooGEvzFuWLx4AaABAg,Trump is innocent but that&#39;s not why we&#39;re going through this we&#39;re going through this because you want to stop Trump from running for president because he will win,0.0,2024-03-15T12:00:40Z,0.0,politics,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mdLvsMcbKbw,Ugyxz7W9LIJ5xO87lld4AaABAg,Such a jerk controlled by thaksin,0.0,2019-02-08T12:37:47Z,0.0,politics,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1C5qK509P60,UgzMBugsF4-n822-4y94AaABAg,USA need  D Trump iisuport Donalh trump,0.0,2024-01-16T00:04:50Z,0.0,politics,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hFLtTUzSYUc,UgyysRyRGE0fRQ_RVw94AaABAg,I-Team: Did Coffee County breach put future elections at risk? Depends ...<br>FOX 5 Atlanta,0.0,2024-03-13T13:45:03Z,0.0,politics,0.0,0.0,0.0,0.0,0.0,0.0,1.0
zTjyE7dH3Tc,UgwTJu8hDLuGXAOqeWx4AaABAg,"Praveen Shaikh mem capital TV,<br>Excellent analysis 💯%<br>Always stay bless 🎁🎁",0.0,2024-03-15T04:15:02Z,0.0,politics,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aPWSK7plPGI,UgygC7Jrgjc1UD3FYfl4AaABAg,Nothing weaker than a fat man in a diaper.,0.0,2024-03-20T21:30:02Z,0.0,politics,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ajavsMbCapY,UgyxUCM93WiJowuJK_F4AaABAg,I haven&#39;t trusted the polls since 2016.,0.0,2020-10-31T12:00:01Z,0.0,politics,0.0,0.0,0.0,0.0,0.0,0.0,1.0
qR5rwYdOuxc,Ugy4Ck2UQbbjP2sz7354AaABAg,NOT MINE EITHER!!!!!!,0.0,2024-03-12T13:21:51Z,0.0,politics,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mikRI9ra14w,UgxM6BXEVb2l4xc_PB94AaABAg,Trump will prevail in the end...,1.0,2024-03-19T21:24:11Z,0.0,politics,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4Y6UYXilWkY,Ugxl8YdY_RlVracHtRB4AaABAg,Vote for your life,0.0,2020-09-22T15:54:42Z,0.0,  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nAnEuNgyuFI,UgwWMI3a8WQuux62pfN4AaABAg,Most loved man for his  serious comedies.,5.0,2024-03-06T13:00:10Z,0.0,politics,0.0,0.0,0.0,0.0,1.0,1.0,0.0
No7ewLdJU_Y,UgxDD_mRRRFQjPyKZA94AaABAg,So im to understand that the VRA 0f 64 allowed illitterate blackmen to vote. Shocking hahaha,0.0,2020-10-10T22:22:39Z,0.0,politics,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0nrZwGbf55w,Ugw0fEtoKeyKoXQ5s354AaABAg,"Your so rite,I agree with him,I voted for Trump,after Jan 6 I will not vote for any President Republicans or Democrat who go against are democracy!! Good for u Mr.Pence...Say it as is!!",0.0,2024-03-15T23:17:40Z,0.0,politics,0.0,0.0,0.0,1.0,0.0,1.0,1.0
EYCz_XiPTwY,UgyguIvOVTQB6Oogy6p4AaABAg,👍👍👍👍👍👍💪💪💪💪💪💪💪 Tat trick CM. KCR.💐💐💐💐💐💐💐💐,0.0,2023-12-01T05:53:24Z,0.0,politics,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GbWgrXZ4Hxw,Ugz-fqF2t03C5bcIjCt4AaABAg,"I like how Julian Assange said that wars (and, I would add, terrorism) are caused by the lying media.",0.0,2024-03-18T02:56:04Z,0.0,politics,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5jKGEOTXh88,Ugw1TN79mUqtJJyknEV4AaABAg,"Here i have to mention what  Cho Rama swamy had said one day &quot; if Left thinks, they have a very bright future in Indian Politics, India is left with no future at all&quot;.  Hence , dont fool us.",0.0,2024-03-23T14:38:44Z,0.0,politics,0.0,0.0,0.0,0.0,0.0,1.0,0.0
k4dZykkKipM,UgxbnVtadLa9EjWtYPN4AaABAg,WHO GAVE UP BAGRAM AIRBASE??????????????!!!!!!!!,0.0,2024-03-20T10:32:49Z,0.0,politics,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mvgedBYG31g,Ugwx856lwCnD6yNYevl4AaABAg,"YEP !  Russia is still in Political corruption, Bribery Cronyism Kleptocracy, Electoral fraud &amp; Legal plunder Nepotism Slush fund Political scandal all thanks to Putin",1.0,2024-03-17T21:57:57Z,1.0,politics,0.0,0.0,0.0,1.0,0.0,1.0,0.0
hpifzNRmgTE,UgxWX1Lx58E-lsaWTsx4AaABAg,"My GOD , she’s an absolute BushPig… 🤢🤮",0.0,2024-03-23T19:29:54Z,0.0,politics,0.0,0.0,1.0,1.0,0.0,0.0,0.0
EmzhhHOG0Ks,UgwX_io3peUIbUpFVul4AaABAg,JESUSCHRIST THE ONLY HOPE HOPE FOR THIS FALLING NATIÓN. 🏳️‍🌈<br><br>ROMANS CHAPTER 1 VERSES 25/32.<br>↗️↗️↗️↗️↗️↗️↗️↗️↗️↗️↗️↗️↗️↗️↗️,1.0,2024-03-20T16:19:52Z,1.0,politics,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EYCz_XiPTwY,Ugxsl224uYJT4a6Ql_94AaABAg,Minimum of 52-54 BRS MIM 6-8 BRS Form govt,0.0,2023-12-01T05:53:24Z,0.0,politics,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZaVnuwhADYk,Ugw_p-hTqLGBucYPqgJ4AaABAg,The elites never have a clue . King George had no idea what was going when Patriots tossed Tea into Boston Harbor . Jan 6th will be an interesting day .,0.0,2021-01-04T14:42:19Z,0.0,politics,0.0,0.0,0.0,0.0,1.0,0.0,0.0
YgR3uK8nCQo,Ugz5hDBALCoEygar0np4AaABAg,I seen that woman on 27th Ave. &amp; Indian school doing anything for 50 bucks,1.0,2024-03-19T23:25:17Z,0.0,politics,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Od_7PnYKn7s,Ugz2mfJYi0l2n7bzvON4AaABAg,BJP hatao desh bachao<br>BJP jhutha our jumla party hai,1.0,2023-10-09T07:19:28Z,0.0,politics,0.0,0.0,0.0,1.0,1.0,0.0,0.0
36aboYMTuMk,UgxWSvswwT31AdXXdup4AaABAg,So bad..US approving rate 20+,0.0,2024-03-18T12:46:35Z,0.0,politics,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nn23VyZBIt0,UgxfcQQSG0AW7oIREAN4AaABAg,We need putin,1.0,2024-03-15T10:57:57Z,0.0,politics,0.0,0.0,0.0,0.0,0.0,1.0,0.0
VbycLj2pWPo,Ugy4GHtpFdgGUT6cEYh4AaABAg,No one can remove Putin from powers. Not until 2030 if im not mistaken. Or perhaps he could continue more years unless if he is in a health constraints.,0.0,2024-03-17T20:59:22Z,0.0,politics,0.0,0.0,0.0,0.0,1.0,1.0,0.0
HUyfoh_nmM8,UgwbN5stljsqmX7GNdR4AaABAg,"They guy oversaw a 12-13% swing and says the other side did badly, get out of the way Jeremy, it&#39;s time to let Eric Abetz take control so an adult is in charge.",0.0,2024-03-23T11:13:51Z,0.0,politics,0.0,0.0,0.0,1.0,1.0,0.0,0.0
hP0Dn14NnW8,UgxMirt3ranOolTlh8F4AaABAg,Trump will save America from the lying leftist like this cloat.,0.0,2024-03-18T10:54:20Z,0.0,politics,0.0,0.0,0.0,1.0,0.0,1.0,0.0
gwdvVMRRDxM,UgwdKUOrX1x6cZrwBPp4AaABAg,"&quot;Biden is the norm, why are these people still voting for Trump&quot; 😂<br>The media are in panic",0.0,2024-01-30T02:30:30Z,0.0,politics,0.0,0.0,0.0,0.0,1.0,1.0,0.0
nDmDlwbndQE,UgxPs_qBewh1GbnsHDh4AaABAg,Options be like - Vladmir &amp; Bullet 😅<br>Just kidding guys that was a fair election 🫣,0.0,2024-03-17T19:51:38Z,0.0,politics,0.0,0.0,0.0,1.0,1.0,1.0,0.0
